,author_gender,lang,main,mental,published,sentiment,source_followers,source_following,source_location,source_spam_probability,tags,split
328350,MALE,en,pedants corner 2 the downside of using freedom of movement to mean only labour is to perpetuate misunderstanding of the single market,0,2016-10-03 10:42:40,NEGATIVE,121,190,"Coppet, Switzerland",0,,pedant corner 2 downsid use freedom movement mean labour perpetu misunderstand singl market
876791,UNKNOWN,en,spain asks for swiss assistance in tax matters  ubs  daily mail,0,2016-10-08 03:27:20,NEUTRAL,411,494,Switzerland,0,,spain ask swiss assist tax matter ub daili mail
3323872,FEMALE,en,  dude if i go to spain im gonna find you walk up to you and whisper papa in your ear  and then walk away,0,2016-06-28 20:18:50,NEUTRAL,666,601,Switzerland,0,,dude go spain im gonna find walk whisper papa ear walk away
3604021,MALE,en,  maybe mental health of those including me and other darkskinned bme folks and maybe this activism is about toppling white,1,2016-05-30 21:39:01,NEGATIVE,29,93,Geneva,0,,mayb mental health includ darkskin bme folk mayb activ toppl white
1205855,UNKNOWN,en,covering our entrepreneurs is this years sswlagos media partner    thanks for being here,0,2016-08-11 15:45:05,NEUTRAL,6909,1037,"Geneva, Switzerland",0,['sswlagos'],cover entrepreneur year sswlago media partner thank
776826,MALE,en,      with all respect i think hes overrated he pushed ficc when at ubs post financial crisis bad choice,0,2016-02-08 12:50:47,NEUTRAL,1141,506,Zurich,0,,respect think hes overr push ficc ub post financi crisi bad choic
1517555,MALE,en,principales riesgos identificados colombiaprofound social instabilityunemployment and underemploymentfailure of national governance,0,2016-01-14 09:19:55,NEUTRAL,3164,2449,Switzerland,0,,principal riesgo identificado colombiaprofound social instabilityunemploy underemploymentfailur nation govern
2172756,UNKNOWN,en,  oh amrut hes a nice person will be v sad  you,0,2016-08-19 07:51:43,NEUTRAL,708,401,Switzerland,0,,oh amrut hes nice person v sad
1726719,UNKNOWN,en,detail of exhausting machine n2 mural painting realized in aalborg denmark for    nevercrew weaart,0,2016-09-15 14:41:42,NEUTRAL,1088,953,"Lugano, Switzerland",0,"['nevercrew', 'weaart']",detail exhaust machin n2 mural paint realiz aalborg denmark nevercrew weaart
2458929,MALE,en,    agreed experimentation within some kind of constitutionalgovernance framework however,0,2016-09-21 06:14:14,NEUTRAL,661,488,"Luzern, Switzerland",0,,agre experiment within kind constitutionalgovern framework howev
64951,FEMALE,en,water supply is a major issue for damascus assad planned to build a viaduct from the assad lake its their vulnerability syria,0,2016-08-01 12:53:07,NEGATIVE,3758,3188,"Zürich, Switzerland",0,['Syria'],water suppli major issu damascus assad plan build viaduct assad lake vulner syria
1548012,UNKNOWN,en,youre my silence ive never liked the road that ive lost the darkness im afraid of the promises ive never kept,0,2016-05-14 19:57:17,NEGATIVE,37,82,,0,,your silenc ive never like road ive lost dark im afraid promis ive never kept
2625776,UNKNOWN,en,how do i manage to hurt everyone im sorry okay,1,2016-03-23 23:19:34,NEGATIVE,640,342,Switzerland,0,,manag hurt everyon im sorri okay
670846,UNKNOWN,en,  why is that tanaka dude mentioned on the cover hilda wrote the book its obvious,0,2016-03-07 19:12:26,NEUTRAL,194,351,Switzerland,0,,tanaka dude mention cover hilda wrote book obvious
2035296,UNKNOWN,en,sad kami today one down with four more to go  onceagainhelp ,0,2016-07-18 13:39:18,NEGATIVE,743,336,Switzerland,0,['OnceAgainHelp'],sad kami today one four go onceagainhelp
2206337,UNKNOWN,en,rt bonesbearings backside overcrook tailgrab 180 out nazigold atibaphoto interview skateboardmag,0,2016-09-19 05:33:13,NEUTRAL,96,35,"Nyon, Switzerland",0,,rt bonesbear backsid overcrook tailgrab 180 nazigold atibaphoto interview skateboardmag
1772341,UNKNOWN,en,womens downhill world cup final standings stmoritzfinals fisalpine  ,0,2016-03-16 12:28:48,NEGATIVE,843,927,Switzerland,0,"['FisAlpine', 'StMoritzFinals']",women downhil world cup final stand stmoritzfin fisalpin
2904025,UNKNOWN,en,  look what i got alwaysadirectioner yorkshiretree ,0,2016-06-25 13:41:15,NEUTRAL,172,115,Switzerland,0,"['AlwaysADirectioner', 'yorkshiretree']",look got alwaysadirection yorkshiretre
2722379,MALE,en,    its the only state left in the polls where he shows some kind of support sad isnt it,0,2016-10-23 04:24:00,NEUTRAL,383,847,geneva,0,,state left poll show kind support sad isnt
1399419,UNKNOWN,en,  this thing is so annoying thats why i hate using twitter on phone or in web twitter obviously,0,2016-02-13 21:18:50,NEGATIVE,1343,321,Switzerland,0,,thing annoy that hate use twitter phone web twitter obvious
884084,MALE,en,he just spent 90 minutes overhitting unnecessary long balls,0,2016-10-08 17:52:16,NEGATIVE,493,542,NW,0,,spent 90 minut overhit unnecessari long ball
3366717,UNKNOWN,en,  these gingerbread pastries belong to our autumn product range and not to our christmas product range kw,0,2016-09-28 09:17:01,NEUTRAL,3922,91,Switzerland,0,,gingerbread pastri belong autumn product rang christma product rang kw
1711662,UNKNOWN,en,  hey can you guys post the same article over and over again but use different cover pics thanks,0,2016-08-15 13:55:00,NEUTRAL,92,139,Dallenwil,0,,hey guy post articl use differ cover pic thank
2377937,UNKNOWN,en,jesus my phone is overheating with all this balogna,0,2016-03-21 02:15:56,NEUTRAL,342,327,Switzerland,0,,jesus phone overh balogna
3026441,UNKNOWN,en,  im sad bc i miss you my little kiwi,1,2016-04-26 22:26:14,NEGATIVE,4886,3160,Switzerland,0,,im sad bc miss littl kiwi
196699,MALE,en,sadly reality is different keep the racemate in solution with yield loss on the  side you get 99 ee,1,2016-09-02 06:17:28,NEGATIVE,12,72,"Valais, Switzerland",0,,sad realiti differ keep racem solut yield loss side get 99 ee
58579,UNKNOWN,en,hoot too hooot i hate summer ,0,2016-07-01 14:21:31,NEGATIVE,6044,555,Switzerland,0,,hoot hooot hate summer
3551152,UNKNOWN,en,virtual reality see inside abandoned asylum  thecourierjournal,0,2016-10-29 22:22:18,NEUTRAL,438,913,Switzerland,0,,virtual realiti see insid abandon asylum thecourierjourn
2428374,UNKNOWN,en,my heart is happy but so sad i ,1,2016-08-21 04:32:48,NEUTRAL,2436,912,"5h, ddl, ag, tk, NYD, 1D, t100",0,,heart happi sad
2107663,MALE,en,    the discoverers mwahaha,0,2016-10-18 16:56:17,NEUTRAL,621,133,"Geneva, Switzerland",0,['Mwahaha'],discover mwahaha
897102,UNKNOWN,en,  now ill have to write my own hurtcomfort abo but it wont be as cool w,0,2016-02-09 16:34:02,NEUTRAL,116,24,Basel,0,,ill write hurtcomfort abo wont cool w
1590206,MALE,en,nonchronological   is nonlogical hurts the brain cells,0,2016-08-14 14:59:12,NEUTRAL,305,939,Worldwide,0,,nonchronolog nonlog hurt brain cell
2381122,UNKNOWN,en,purple rain tonight my prince sad day for music prince forever  ,1,2016-04-21 18:47:59,NEGATIVE,80,290,Geneva,0,"['ForEver', 'Prince']",purpl rain tonight princ sad day music princ forev
2336921,UNKNOWN,en,ya allah my eyes hurt so bad looks like i have to wear glasses 247,0,2016-09-20 21:19:06,NEGATIVE,181,173,,0,,ya allah eye hurt bad look like wear glass 247
3727756,UNKNOWN,en,  see you in a short month blueneighbouhoodtour switzerland,1,2016-03-31 06:13:05,NEUTRAL,1502,207,Switzerland,0,['BlueNeighbouhoodTour'],see short month blueneighbouhoodtour switzerland
1733661,FEMALE,en,pain is a dream blindspot,1,2016-09-15 23:34:29,NEGATIVE,89,54,"Switzerland, GE",0,['Blindspot'],pain dream blindspot
2804634,UNKNOWN,en,stress,1,2016-08-24 06:13:01,NEGATIVE,794,652,"Perlis, Malaysia",0,,stress
810867,UNKNOWN,en,everything from your past does not belong in your present  lolly daskal quote,1,2016-05-08 03:40:20,NEUTRAL,2989,2404,Switzerland,0,['quote'],everyth past belong present lolli daskal quot
2193744,FEMALE,en,1dreamboy2 taylor hates me lol,0,2016-09-19 04:43:44,NEGATIVE,31,41,Switzerland,0,['1Dreamboy2'],1dreamboy2 taylor hate lol
1537312,MALE,en,i hate bragging but this is where i work walking earlier today from my department to a teaching room  ,0,2016-04-14 14:15:11,NEUTRAL,1425,630,Lausanne,0,,hate brag work walk earlier today depart teach room
2243198,UNKNOWN,en,wow scary stuff from   today lotus 18 landed in the pedestrian tunnel luckily nobody hurt,0,2016-03-20 13:33:59,NEGATIVE,313,305,Zurich,0,,wow scari stuff today lotus 18 land pedestrian tunnel luckili nobodi hurt
3331743,UNKNOWN,en,it is just 8 days away  olympiccountdown rio2016 rowing,0,2016-07-28 08:35:55,NEUTRAL,29000,862,"Lausanne, Switzerland",0,"['OlympicCountdown', 'Rio2016', 'rowing']",8 day away olympiccountdown rio2016 row
2772058,UNKNOWN,en, but is the brexit the winner or eu the loser i mean is eu able to keep the government of its territory,0,2016-06-24 07:00:23,NEUTRAL,191,84,Switzerland,0,,brexit winner eu loser mean eu abl keep govern territori
906524,MALE,en,  but iphones encryption is the problem not the guns,0,2016-03-09 22:59:04,NEGATIVE,487,430,Basel,0,,iphon encrypt problem gun
1106312,UNKNOWN,en,rly hate the wire that sticks out at the back of my brace cause now my mouth is all bloody and cut up ,0,2016-09-10 13:43:37,NEGATIVE,207,251,lake district,0,,rli hate wire stick back brace caus mouth bloodi cut
2369376,UNKNOWN,en,i live for reggae covers of basically every song,0,2016-02-21 19:47:09,NEUTRAL,5504,102,Switzerland,0,,live regga cover basic everi song
1566450,FEMALE,en,  same theory they say the babys fake to cover up louis  harrys relationship as if anyone would to that its an actual child,0,2016-06-14 21:05:39,NEGATIVE,63,213,Switzerland,0,,theori say babi fake cover loui harri relationship anyon would actual child
3761271,UNKNOWN,en,    come on thats an overpay from abela,0,2016-08-31 12:26:31,NEUTRAL,308,133,"Zürich, Schweiz",0,,come that overpay abela
319575,MALE,en,dont miss out on a stethoscope check your symptoms may be heartvalve disease rather than ageing     are your grandparents breathless dizzy and tired do they have chest pains encourage them to ask their doctor for a stethoscope check,0,2016-10-03 08:54:09,NEGATIVE,115,175,"Geneva, Switzerland",0,['heartvalve'],dont miss stethoscop check symptom may heartvalv diseas rather age grandpar breathless dizzi tire chest pain encourag ask doctor stethoscop check
3527391,FEMALE,en,im considering it as a lifestyle i consider it a viable option just feeling no pain just out of the whole world,1,2016-09-29 01:35:26,NEGATIVE,3758,3188,"Zürich, Switzerland",0,,im consid lifestyl consid viabl option feel pain whole world
2354145,MALE,en,the sad thing is that we could have had joe biden americas sweetheart this year but he didnt run,0,2016-10-20 02:41:39,NEUTRAL,223,130,"Untersiggenthal, Aargau",0,,sad thing could joe biden america sweetheart year didnt run
2884460,FEMALE,en,syriatalks assad chief negotiator jaafari leaves un without promised press conference journalists waited an hour for bad sign,0,2016-04-25 11:46:38,NEUTRAL,1333,214,Switzerland,0,['syriatalks'],syriatalk assad chief negoti jaafari leav un without promis press confer journalist wait hour bad sign
251371,UNKNOWN,en,former nsa director  for military espionage  but against economic espionage and for ubiquitous encryption rsac  ,0,2016-03-03 23:14:23,NEUTRAL,161,327,Switzerland,0,['RSAC'],former nsa director militari espionag econom espionag ubiquit encrypt rsac
3240265,FEMALE,en,sometimes you have to sign off on an edited video including clips of you but you hate your own voice too much to watch it all through,0,2016-10-27 07:10:57,NEGATIVE,728,254,Switzerland,0,,sometim sign edit video includ clip hate voic much watch
771433,UNKNOWN,en,methadone addict was put on drug to escape painkiller addiction 20 years ago  daily record,0,2016-10-07 09:55:18,NEGATIVE,81,167,"Zurich, Switzerland",0,,methadon addict put drug escap painkil addict 20 year ago daili record
3485367,UNKNOWN,en,  looking cracking mistresswish i was the lucky next session,0,2016-07-29 13:02:00,NEUTRAL,164,131,"NW, England, United Kingdom",0,,look crack mistresswish lucki next session
3258169,MALE,en,ever since that logan trailer came out ive had hurt by jony cash stuck in my head,0,2016-10-27 10:27:52,NEGATIVE,238,383,"Zurich, Switzerland",0,,ever sinc logan trailer came ive hurt joni cash stuck head
2361606,UNKNOWN,en,try airtel and you will hate yourself the worst when it comes to unsolicited ads ive received five calls today from normal looking numbersmwhile its    their unsolicited ads are other networks as bad,0,2016-10-20 19:08:53,NEGATIVE,206,322,"Lugano, Switzerland",0,,tri airtel hate worst come unsolicit ad ive receiv five call today normal look numbersmwhil unsolicit ad network bad
3660987,UNKNOWN,en,really enjoyed andrew young and jeff skevington talking about diptera phylogeny esp syrphidae sad to miss kevin morans talk ice2016,0,2016-09-30 20:28:39,NEGATIVE,189,300,"Zürich, Switzerland",0,['ICE2016'],realli enjoy andrew young jeff skevington talk diptera phylogeni esp syrphida sad miss kevin moran talk ice2016
1391292,MALE,en,  well not so much most of the films here are by famous directors who usually get coverage and international distribution,0,2016-01-13 07:57:34,NEUTRAL,358,261,Switzerland,0,,well much film famous director usual get coverag intern distribut
3353006,UNKNOWN,en,whatever makes you feel bad leave itwhatever makes you smile keep it,1,2016-08-28 10:54:43,NEUTRAL,-1,0,,0,,whatev make feel bad leav itwhatev make smile keep
2903745,FEMALE,en,  not something id watch more than once but for the gore horror addicts its a must,0,2016-06-25 20:28:03,NEGATIVE,529,98,Switzerland,0,,someth id watch gore horror addict must
1486842,MALE,en,chinese trade balance downs china trade balance surplus decreases to 42bn as a consequence of slowdown in exports growth to 10 in september,0,2016-10-13 11:47:27,NEUTRAL,351,1192,Geneva,0,,chines trade balanc down china trade balanc surplus decreas 42bn consequ slowdown export growth 10 septemb
1019328,UNKNOWN,en,freetwittername tip we found the following free account name for you dontlookdownben twitter trend london,0,2016-02-10 08:57:41,NEUTRAL,52,66,Zürich,0,"['FreeTwitterName', 'Trend', 'Twitter', 'london', 'tip']",freetwitternam tip found follow free account name dontlookdownben twitter trend london
3482628,UNKNOWN,en,very sad to leave   after seven years but also looking forward to my new adventure at  ,1,2016-07-29 15:20:55,NEGATIVE,188,233,"Kreuzlingen, Switzerland",0,,sad leav seven year also look forward new adventur
828639,MALE,en,it is sad to see kings fall  vanish but sader is it not to know where they go ,0,2016-08-08 21:28:54,NEGATIVE,2724,3074,Basel,0,,sad see king fall vanish sader know go
3680418,FEMALE,en,when you listen to a song that used to make you feel better but now it just makes you sad conflicted,1,2016-10-30 11:03:22,NEGATIVE,59,103,Switzerland,0,['conflicted'],listen song use make feel better make sad conflict
2901032,UNKNOWN,en,    you have really a sad life hating and bashing and also to stupid to read bye ,1,2016-06-25 18:59:43,NEGATIVE,689,387,Switzerland,0,,realli sad life hate bash also stupid read bye
2046787,UNKNOWN,en,  i do got a replacement yesterday currently downloading games onto it ahoyinthesail,0,2016-08-18 15:21:00,NEUTRAL,67,52,Zürich,0,['ahoyinthesail'],got replac yesterday current download game onto ahoyinthesail
445810,MALE,en,  john dont you think that the us demand is getting stronger than usual therefore it can absorbe fast the oversupply,0,2016-02-05 11:02:01,NEUTRAL,142,98,Switzerland,0,,john dont think us demand get stronger usual therefor absorb fast oversuppli
3164832,UNKNOWN,en,  montreux jazz  why why why sad as fuck,1,2016-06-27 13:56:56,NEGATIVE,172,289,Suisse,0,,montreux jazz sad fuck
2248577,UNKNOWN,en,and hurt people before they can hurt you htgam  ,1,2016-03-20 10:21:10,NEGATIVE,11000,938,Switzerland,0,['HTGAM'],hurt peopl hurt htgam
2525933,UNKNOWN,en,media partners  have you registered to cover   wif2016 and unctad14 dont wait until it is too late,0,2016-06-22 11:08:22,NEUTRAL,3405,80,Geneva,0,"['Media', 'UNCTAD14', 'WIF2016']",media partner regist cover wif2016 unctad14 dont wait late
3173223,MALE,en,    but please whatever you do dont call it speed dating,0,2016-07-27 08:42:14,NEUTRAL,1816,1618,"Geneva, Switzerland",0,,pleas whatev dont call speed date
